FID,objectid,cod_origem,nome_orige,nivel_orig,classe_ori,multipolar,cod_destin,nome_desti,nivel_dest,classe_des,cod_1a,nome_1a,cod_1b,mome_1b,cod_1c,nome_1c,cod_2a,nome_2a,cod_2b,nome_2b,cod_2c,nome_2c,cod_3a,nome_3a,cod_3b,nome_3b,cod_4a,nome_4a,cod_4b,nome_4b,cod_s1,nome_s1,nivel_s1,cod_s2,nome_s2,nivel_s2,cod_s3,nome_s3,nivel_s3,cod_s4,nome_s4,nivel_s4,cod_s5,nome_s5,nivel_s5,cod_s6,nome_s6,nivel_s6,the_geom
RedeUrbanaSintese_Regic2007.5704,5704,431365,Palmares do Sul,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.51051445286275 -30.258501428149167, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5705,5705,431410,Passo Fundo,2b,Capital Regional B,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-52.4075197466325 -28.263487973241062, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5706,5706,431440,ACP de Pelotas - Rio Grande,2c,Capital Regional C,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-52.34353785742255 -31.772498212400087, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5707,5707,431640,Rosário do Sul,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-54.91454949842801 -30.25848353282476, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5708,5708,431680,Santa Cruz do Sul,3a,Centro Subregional,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-52.42652722527129 -29.718492253070153, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5709,5709,431690,Santa Maria,2b,Capital Regional B,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-53.80753788653471 -29.684486604247816, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5710,5710,431710,Santana do Livramento,4b,Centro de Zona B,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-55.53355777996607 -30.89148242833362, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5711,5711,431720,Santa Rosa,3a,Centro Subregional,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-54.48153375350529 -27.87147883861099, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5712,5712,420830,Itapema,5,Centro Local,não,420200,Balneário Camboriú,3b,Centro Subregional B,,,0,,410690,ACP de Curitiba,420540,ACP de Florianópolis,420240,Blumenau,0,,0,,420200,Balneário Camboriú,0,,0,,410690,ACP de Curitiba,1c,420540,ACP de Florianópolis,2a,420240,Blumenau,2b,420200,Balneário Camboriú,3b,,,,,,,"MULTILINESTRING ((-48.61148361601188 -27.090497713614205, -48.63548339283946 -26.991497261265195))"
RedeUrbanaSintese_Regic2007.5713,5713,431760,Santo Antônio da Patrulha,4b,Centro de Zona B,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.520512267641685 -29.81850004164025, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5714,5714,431800,São Borja,4a,Centro de Zona A,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.00454901101064 -28.661474973019587, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5715,5715,431840,São Jerônimo,4a,Centro de Zona A,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-51.72252283298715 -29.959495752084337, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5716,5716,432055,Sertão Santana,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-51.603524518981466 -30.46049768127449, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5717,5717,432070,Sobradinho,4b,Centro de Zona B,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-53.02953044277328 -29.421488999326225, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5718,5718,432085,Tabaí,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-51.68252087005386 -29.643494974783124, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5719,5719,432110,Tapes,4b,Centro de Zona B,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-51.39652397068506 -30.67349912557055, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5720,5720,432120,Taquara,4a,Centro de Zona A,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.781513569722364 -29.651498513936165, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5721,5721,432130,Taquari,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-51.86452315064693 -29.800494722809287, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5722,5722,432150,Torres,4a,Centro de Zona A,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-49.72750325768803 -29.335501538501518, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5723,5723,420830,Itapema,5,Centro Local,sim,420200,Balneário Camboriú,3b,Centro Subregional B,,,0,,410690,ACP de Curitiba,420540,ACP de Florianópolis,0,,0,,420820,Itajaí,420200,Balneário Camboriú,0,,0,,410690,ACP de Curitiba,1c,420540,ACP de Florianópolis,2a,420820,Itajaí,3a,420200,Balneário Camboriú,3b,,,,,,,"MULTILINESTRING ((-48.61148361601188 -27.090497713614205, -48.63548339283946 -26.991497261265195))"
RedeUrbanaSintese_Regic2007.5724,5724,432160,Tramandaí,4b,Centro de Zona B,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.13450991283371 -29.985502055929132, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5725,5725,432170,Três Coroas,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.77851286736061 -29.51749810992303, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5726,5726,432200,Triunfo,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-51.718522717200756 -29.943495720942796, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5727,5727,432240,Uruguaiana,3a,Centro Subregional,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-57.08856276891874 -29.755473141774498, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5728,5728,432380,Xangri-lá,5,Centro Local,não,431490,ACP de Porto Alegre),1c,Metrópole,,,0,,431490,ACP de Porto Alegre,0,,0,,0,,0,,0,,0,,0,,431490,ACP de Porto Alegre,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.04450822600814 -29.801501826172778, -51.23051921607942 -30.0334979174858))"
RedeUrbanaSintese_Regic2007.5729,5729,510010,Acorizal,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.36650188121582 -15.205426681813409, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5730,5730,510025,Alta Floresta,4a,Centro de Zona A,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.08648985033671 -9.876401877475395, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5731,5731,510030,Alto Araguaia,4b,Centro de Zona B,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-53.215485542555676 -17.315443457605305, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5732,5732,510160,Barão de Melgaço,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-55.95850181050468 -16.27943229046404, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5733,5733,510170,Barra do Bugres,4b,Centro de Zona B,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-57.18150688298973 -15.073424289571781, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5734,5734,420830,Itapema,5,Centro Local,sim,420200,Balneário Camboriú,3b,Centro Subregional B,,,0,,431490,ACP de Porto Alegre,420540,ACP de Florianópolis,420240,Blumenau,0,,0,,420200,Balneário Camboriú,0,,0,,431490,ACP de Porto Alegre,1c,420540,ACP de Florianópolis,2a,420240,Blumenau,2b,420200,Balneário Camboriú,3b,,,,,,,"MULTILINESTRING ((-48.61148361601188 -27.090497713614205, -48.63548339283946 -26.991497261265195))"
RedeUrbanaSintese_Regic2007.5735,5735,510180,Barra do Garças,3a,Centro Subregional,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-52.25747512844192 -15.890438960273578, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5736,5736,510250,Cáceres,3a,Centro Subregional,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-57.67951254445256 -16.071427316032786, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5737,5737,510267,Campo Verde,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-55.1694946972053 -15.547430883176633, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5738,5738,510300,Chapada dos Guimarães,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-55.75049840280184 -15.461429192590401, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5739,5739,510320,Colíder,4b,Centro de Zona B,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-55.455487167224895 -10.813407607956364, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5740,5740,510350,Diamantino,4a,Centro de Zona A,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.44650057791539 -14.409422977761276, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5741,5741,510490,Jangada,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.48950276372021 -15.236426543065786, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5742,5742,510510,Juara,4b,Centro de Zona B,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-57.520501235907396 -11.255406407827515, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5743,5743,510515,Juína,4a,Centro de Zona A,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-58.741509036583935 -11.37840489234231, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5744,5744,510590,Nobres,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.32850050494584 -14.720424620140449, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5745,5745,420830,Itapema,5,Centro Local,sim,420200,Balneário Camboriú,3b,Centro Subregional B,,,0,,431490,ACP de Porto Alegre,420540,ACP de Florianópolis,0,,0,,420820,Itajaí,420200,Balneário Camboriú,0,,0,,431490,ACP de Porto Alegre,1c,420540,ACP de Florianópolis,2a,420820,Itajaí,3a,420200,Balneário Camboriú,3b,,,,,,,"MULTILINESTRING ((-48.61148361601188 -27.090497713614205, -48.63548339283946 -26.991497261265195))"
RedeUrbanaSintese_Regic2007.5746,5746,510610,Nossa Senhora do Livramento,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.346503126259186 -15.77542920868687, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5747,5747,510620,Nova Brasilândia,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-54.96649194469753 -14.957428634509192, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5748,5748,510622,Nova Mutum,4b,Centro de Zona B,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.08449695747518 -13.83842113344929, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5749,5749,510642,Peixoto de Azevedo,4b,Centro de Zona B,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-54.983483123226584 -10.229405320782467, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5750,5750,510645,Planalto da Serra,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-54.77448996578417 -14.658427652555416, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5751,5751,510650,Poconé,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.62350616405982 -16.257430614132524, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5752,5752,510685,Porto Estrela,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-57.228507785944956 -15.324425255143305, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5753,5753,510704,Primavera do Leste,4a,Centro de Zona A,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-54.3464890249459 -15.528432630805618, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5754,5754,510726,Santo Afonso,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-57.00250439547258 -14.498422186002596, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5755,5755,510730,São José do Rio Claro,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.72150029863854 -13.447418061354876, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5756,5756,420610,Grão Pará,5,Centro Local,não,420280,Braço do Norte,4b,Centro de Zona B,,,0,,410690,ACP de Curitiba,420540,ACP de Florianópolis,0,,0,,421870,Tubarão,0,,0,,420280,Braço do Norte,410690,ACP de Curitiba,1c,420540,ACP de Florianópolis,2a,421870,Tubarão,3a,420280,Braço do Norte,4b,,,,,,,"MULTILINESTRING ((-49.21549352062455 -28.185499541892295, -49.16649352537819 -28.27550003296011))"
RedeUrbanaSintese_Regic2007.5757,5757,510760,Rondonópolis,3a,Centro Subregional,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-54.63649332732662 -16.471436257437777, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5758,5758,510770,Rosário Oeste,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.42850142764261 -14.83642491800187, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5759,5759,510780,Santo Antônio do Leverger,5,Centro Local,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-56.07750156868988 -15.866430225163871, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5760,5760,510785,São Félix do Araguaia,4a,Centro de Zona A,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.66945514850286 -11.617419482925312, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5761,5761,510790,Sinop,3a,Centro Subregional,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-55.5044892752492 -11.864412796164006, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5762,5762,510792,Sorriso,4a,Centro de Zona A,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-55.71149189749523 -12.5454157536008, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5763,5763,510795,Tangará da Serra,4a,Centro de Zona A,não,510340,ACP de Cuiabá,2a,Capital Regional A,,,0,,,,510340,ACP de Cuiabá,0,,0,,0,,0,,0,,0,,510340,ACP de Cuiabá,2a,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-57.48650778300742 -14.619421665797399, -56.09750104047206 -15.59642900268204))"
RedeUrbanaSintese_Regic2007.5764,5764,172100,Palmas,2b,Capital Regional B,não,520870,ACP de Goiânia,1c,Metrópole,,,0,,520870,ACP de Goiânia,0,,0,,0,,0,,0,,0,,0,,520870,ACP de Goiânia,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-48.33343558126971 -10.16741433067241, -49.254454621740884 -16.679449515860167))"
RedeUrbanaSintese_Regic2007.5765,5765,290930,Correntina,5,Centro Local,não,520870,ACP de Goiânia,1c,Metrópole,,,0,,520870,ACP de Goiânia,0,,0,,0,,0,,0,,0,,0,,520870,ACP de Goiânia,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-44.6374113206936 -13.343439385920913, -49.254454621740884 -16.679449515860167))"
RedeUrbanaSintese_Regic2007.5766,5766,510310,Cocalinho,5,Centro Local,não,520870,ACP de Goiânia,1c,Metrópole,,,0,,520870,ACP de Goiânia,0,,0,,0,,0,,0,,0,,0,,520870,ACP de Goiânia,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.99646265686055 -14.39743403435214, -49.254454621740884 -16.679449515860167))"
RedeUrbanaSintese_Regic2007.5767,5767,420610,Grão Pará,5,Centro Local,sim,420280,Braço do Norte,4b,Centro de Zona B,,,0,,431490,ACP de Porto Alegre,420540,ACP de Florianópolis,0,,0,,421870,Tubarão,0,,0,,420280,Braço do Norte,431490,ACP de Porto Alegre,1c,420540,ACP de Florianópolis,2a,421870,Tubarão,3a,420280,Braço do Norte,4b,,,,,,,"MULTILINESTRING ((-49.21549352062455 -28.185499541892295, -49.16649352537819 -28.27550003296011))"
RedeUrbanaSintese_Regic2007.5768,5768,510785,São Félix do Araguaia,4a,Centro de Zona A,não,520870,ACP de Goiânia,1c,Metrópole,,,0,,520870,ACP de Goiânia,0,,0,,0,,0,,0,,0,,0,,520870,ACP de Goiânia,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.66945514850286 -11.617419482925312, -49.254454621740884 -16.679449515860167))"
RedeUrbanaSintese_Regic2007.5769,5769,520013,Acreúna,5,Centro Local,não,520870,ACP de Goiânia,1c,Metrópole,,,0,,520870,ACP de Goiânia,0,,0,,0,,0,,0,,0,,0,,520870,ACP de Goiânia,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-50.37746491991171 -17.396450585073875, -49.254454621740884 -16.679449515860167))"
RedeUrbanaSintese_Regic2007.5770,5770,520055,Alto Horizonte,5,Centro Local,não,520870,ACP de Goiânia,1c,Metrópole,,,0,,520870,ACP de Goiânia,0,,0,,0,,0,,0,,0,,0,,520870,ACP de Goiânia,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-49.33944988956567 -14.196436134731027, -49.254454621740884 -16.679449515860167))"
RedeUrbanaSintese_Regic2007.5771,5771,520082,Amaralina,5,Centro Local,não,520870,ACP de Goiânia,1c,Metrópole,,,0,,520870,ACP de Goiânia,0,,0,,0,,0,,0,,0,,0,,520870,ACP de Goiânia,1c,0,,,0,,,0,,,,,,,,,"MULTILINESTRING ((-49.29744904488376 -13.926434727122341, -49.254454621740884 -16.679449515860167))"
